,model,year,distance,fuel,auto,efficiency,max_power,max_toque,method,insurance,is_genesis,price
563,현대 싼타페DM  2.0 디젤 2WD 익스클루시브   ,9.0,124281.0,2.0,1.0,14.4,184.0,41.0,0.0,0.0,0.0,1490.0
564,현대 싼타페TM  2.0 디젤 2WD 프리미엄,4.0,124258.0,2.0,1.0,13.8,186.0,41.0,0.0,4.0,0.0,1750.0
565,현대 싼타페DM  2.0 디젤 2WD 프리미엄,9.0,164445.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,860.0
567,현대 싼타페DM 2.0 디젤 2WD 프리미엄,9.0,92593.0,2.0,1.0,14.4,184.0,41.0,0.0,6.0,0.0,920.0
568,현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 7인승   ,2.0,31837.0,2.0,1.0,14.2,202.0,45.0,0.0,0.0,0.0,3099.0
569,현대 싼타페TM 2.0 가솔린 터보 2WD 인스퍼레이션,2.0,19000.0,1.0,1.0,9.5,235.0,36.0,0.0,0.0,0.0,3630.0
570,현대 싼타페TM 2.0 디젤 4WD 프레스티지,5.0,73000.0,2.0,1.0,12.0,186.0,41.0,1.0,0.0,0.0,2780.0
571,현대 싼타페DM 2.0 디젤 2WD 모던,10.0,70911.0,2.0,1.0,14.4,184.0,41.0,0.0,8.0,0.0,950.0
572,현대 싼타페DM 2.0 디젤 2WD 프리미엄,10.0,117149.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,820.0
574,현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,4.0,65007.0,2.0,1.0,13.5,186.0,41.0,0.0,3.0,0.0,2620.0
576,현대 싼타페DM 2.0 디젤 4WD 프리미엄,9.0,181670.0,2.0,1.0,13.0,184.0,41.0,1.0,8.0,0.0,940.0
577,현대 싼타페DM 2.0 디젤 2WD 익스클루시브,7.0,63077.0,2.0,1.0,14.4,184.0,41.0,0.0,0.0,0.0,1460.0
578,현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 5인승,1.0,34057.0,2.0,1.0,14.2,202.0,45.0,0.0,0.0,0.0,2999.0
579,현대 더 뉴 싼타페 하이브리드 1.6 터보 HEV 2WD 캘리그래피 5인승,1.0,37232.0,1.0,1.0,14.3,230.0,35.7,0.0,0.0,0.0,3900.0
580,현대 싼타페TM 2.0 가솔린 터보 2WD  인스퍼레이션,4.0,57783.0,1.0,1.0,9.5,235.0,36.0,0.0,2.0,0.0,2699.0
581,현대 싼타페TM 2.0 가솔린 터보 2WD  인스퍼레이션,3.0,40644.0,1.0,1.0,9.5,235.0,36.0,0.0,2.0,0.0,2260.0
582,현대 싼타페DM 2.0 디젤 2WD 익스클루시브,10.0,98100.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,1200.0
583,현대 싼타페DM  2.0 디젤 2WD 익스클루시브   ,9.0,124281.0,2.0,1.0,14.4,184.0,41.0,0.0,0.0,0.0,1490.0
584,현대 싼타페TM  2.0 디젤 2WD 프리미엄,4.0,124258.0,2.0,1.0,13.8,186.0,41.0,0.0,4.0,0.0,1750.0
585,현대 싼타페DM  2.0 디젤 2WD 프리미엄,9.0,164445.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,860.0
587,현대 싼타페DM 2.0 디젤 2WD 프리미엄,9.0,92593.0,2.0,1.0,14.4,184.0,41.0,0.0,6.0,0.0,920.0
588,현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 7인승   ,2.0,31837.0,2.0,1.0,14.2,202.0,45.0,0.0,0.0,0.0,3099.0
589,현대 싼타페TM 2.0 가솔린 터보 2WD 인스퍼레이션,2.0,19000.0,1.0,1.0,9.5,235.0,36.0,0.0,0.0,0.0,3630.0
590,현대 싼타페TM 2.0 디젤 4WD 프레스티지,5.0,73000.0,2.0,1.0,12.0,186.0,41.0,1.0,0.0,0.0,2780.0
591,현대 싼타페DM 2.0 디젤 2WD 모던,10.0,70911.0,2.0,1.0,14.4,184.0,41.0,0.0,8.0,0.0,950.0
592,현대 싼타페DM 2.0 디젤 2WD 프리미엄,10.0,117149.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,820.0
594,현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,4.0,65007.0,2.0,1.0,13.5,186.0,41.0,0.0,3.0,0.0,2620.0
596,현대 싼타페DM 2.0 디젤 4WD 프리미엄,9.0,181670.0,2.0,1.0,13.0,184.0,41.0,1.0,8.0,0.0,940.0
597,현대 싼타페DM 2.0 디젤 2WD 익스클루시브,7.0,63077.0,2.0,1.0,14.4,184.0,41.0,0.0,0.0,0.0,1460.0
598,현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 5인승,1.0,34057.0,2.0,1.0,14.2,202.0,45.0,0.0,0.0,0.0,2999.0
599,현대 더 뉴 싼타페 2.2 디젤 2WD  프레스티지 5인승,2.0,14564.0,2.0,1.0,14.2,202.0,45.0,0.0,3.0,0.0,2799.0
600,현대 싼타페TM 2.0 디젤 4WD  프리미엄,5.0,92492.0,2.0,1.0,12.3,186.0,41.0,1.0,1.0,0.0,1760.0
601,현대 싼타페TM 2.0 디젤 2WD  익스클루시브 스페셜,4.0,86489.0,2.0,1.0,13.5,186.0,41.0,0.0,4.0,0.0,1899.0
602,현대 싼타페DM 2.0 디젤 2WD 익스클루시브 스페셜,9.0,205200.0,2.0,1.0,14.4,184.0,41.0,0.0,6.0,0.0,970.0
603,현대 싼타페DM 2.0 디젤 2WD 프리미엄,10.0,76787.0,2.0,1.0,14.4,184.0,41.0,0.0,1.0,0.0,1350.0
604,현대 싼타페 더 프라임 2.0 디젤 2WD 1 밀리언,6.0,71600.0,2.0,1.0,13.1,186.0,41.0,0.0,1.0,0.0,1820.0
605,현대 싼타페DM 2.2 디젤 4WD 익스클루시브 스페셜,11.0,154050.0,2.0,1.0,12.4,200.0,44.5,1.0,5.0,0.0,1290.0
607,현대 싼타페DM 2.0 디젤 2WD 프리미엄,9.0,165825.0,2.0,1.0,14.4,184.0,41.0,0.0,4.0,0.0,889.0
608,현대 싼타페 더 프라임 2.0 디젤 2WD  익스클루시브 스페셜,7.0,148649.0,2.0,1.0,13.1,186.0,41.0,0.0,4.0,0.0,1299.0
609,현대 싼타페TM 2.0 디젤 2WD  익스클루시브 스페셜,4.0,102302.0,2.0,1.0,13.5,186.0,41.0,0.0,4.0,0.0,2100.0
610,현대 싼타페CM 2.2 디젤 2WD CLX 최고급형,17.0,144000.0,2.0,1.0,12.5,172.0,37.0,0.0,2.0,0.0,225.0
611,현대 싼타페TM  2.2 디젤 4WD 익스클루시브,4.0,123122.0,2.0,1.0,12.3,202.0,45.0,1.0,1.0,0.0,2450.0
612,현대 싼타페 더 프라임 2.0 디젤 4WD  익스클루시브 스페셜   ,7.0,83000.0,2.0,1.0,11.7,186.0,41.0,1.0,2.0,0.0,1990.0
613,현대 더 뉴 싼타페  2.2 디젤 2WD 프레스티지 5인승,1.0,52000.0,2.0,1.0,14.2,202.0,45.0,0.0,1.0,0.0,1212.0
615,현대 싼타페DM 2.0 디젤 2WD 프리미엄,10.0,111650.0,2.0,1.0,14.4,184.0,41.0,0.0,1.0,0.0,950.0
616,현대 싼타페 더스타일 2.2 디젤 4WD CLX 디럭스,11.0,150500.0,2.0,1.0,15.5,200.0,42.9,1.0,5.0,0.0,500.0
617,현대 더 뉴 싼타페 2.2 디젤 2WD 캘리그래피 5인승,1.0,18000.0,2.0,1.0,13.6,202.0,45.0,0.0,0.0,0.0,200.0
618,기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,3.0,55785.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,2550.0
619,기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,4.0,48000.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,2389.0
620,기아 올 뉴 카니발 2.2 디젤 9인승  노블레스,6.0,97033.0,2.0,1.0,11.2,202.0,45.0,0.0,1.0,0.0,1750.0
621,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,3.0,35905.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3770.0
622,기아 더 뉴 카니발 2.2 디젤 7인승 리무진 프레지던트,5.0,69506.0,1.0,1.0,11.3,202.0,45.0,0.0,6.0,0.0,2350.0
623,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,40886.0,2.0,1.0,10.3,202.0,45.0,0.0,1.0,0.0,3399.0
624,기아 더 뉴 카니발 2.2 디젤 9인승  노블레스 스페셜,4.0,67308.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,3220.0
629,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,41232.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3290.0
630,기아 그랜드 카니발 2.9 디젤 11인승 하이리무진 GLX,13.0,165000.0,2.0,1.0,12.8,197.0,43.0,0.0,2.0,0.0,960.0
632,기아 카니발 4세대  2.2 디젤 7인승 노블레스,2.0,43612.0,2.0,1.0,12.6,202.0,45.0,0.0,0.0,0.0,3380.0
634,기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,3.0,55785.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,2550.0
635,기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,4.0,48000.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,2389.0
636,기아 올 뉴 카니발 2.2 디젤 9인승  노블레스,6.0,97033.0,2.0,1.0,11.2,202.0,45.0,0.0,1.0,0.0,1750.0
637,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,3.0,35905.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3770.0
638,기아 더 뉴 카니발 2.2 디젤 7인승 리무진 프레지던트,5.0,69506.0,1.0,1.0,11.3,202.0,45.0,0.0,6.0,0.0,2350.0
639,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,40886.0,2.0,1.0,10.3,202.0,45.0,0.0,1.0,0.0,3399.0
640,기아 더 뉴 카니발 2.2 디젤 9인승  노블레스 스페셜,4.0,67308.0,2.0,1.0,11.3,202.0,45.0,0.0,3.0,0.0,3220.0
645,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,41232.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3290.0
646,기아 그랜드 카니발 2.9 디젤 11인승 하이리무진 GLX,13.0,165000.0,2.0,1.0,12.8,197.0,43.0,0.0,2.0,0.0,960.0
648,기아 카니발 4세대  2.2 디젤 7인승 노블레스,2.0,43612.0,2.0,1.0,12.6,202.0,45.0,0.0,0.0,0.0,3380.0
651,기아 그랜드 카니발 2.9 디젤 11인승 하이리무진 GLX,14.0,90262.0,2.0,1.0,12.8,197.0,43.0,0.0,5.0,0.0,500.0
652,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,4.0,109208.0,2.0,1.0,10.3,202.0,45.0,0.0,1.0,0.0,2100.0
653,기아 올 뉴 카니발  2.2 디젤 7인승 리무진 프레지던트  ,7.0,127902.0,2.0,1.0,11.2,202.0,45.0,0.0,0.0,0.0,1799.0
655,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,6.0,99000.0,2.0,1.0,11.2,202.0,45.0,0.0,1.0,0.0,1880.0
657,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,61381.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3350.0
658,기아 카니발 4세대 2.2 디젤 9인승  노블레스,2.0,28006.0,2.0,1.0,13.1,202.0,45.0,0.0,0.0,0.0,3380.0
659,기아 카니발 4세대 2.2 디젤 9인승 프레스티지,2.0,18996.0,2.0,1.0,13.1,202.0,45.0,0.0,0.0,0.0,3150.0
660,기아 카니발 4세대 2.2 디젤 9인승  노블레스,2.0,27800.0,2.0,1.0,13.1,202.0,45.0,0.0,3.0,0.0,3150.0
661,기아 카니발 4세대 2.2 디젤 9인승  노블레스,2.0,66043.0,2.0,1.0,13.1,202.0,45.0,0.0,0.0,0.0,3170.0
662,기아 더 뉴 카니발  2.2 디젤 9인승 럭셔리,4.0,184951.0,2.0,1.0,11.4,202.0,45.0,0.0,1.0,0.0,1399.0
663,기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,6.0,79065.0,2.0,1.0,11.5,202.0,45.0,0.0,1.0,0.0,1250.0
664,기아 그랜드 카니발 2.9 디젤 7인승 하이리무진 L290 고급형,4.0,209000.0,2.0,1.0,10.7,192.0,36.5,0.0,1.0,0.0,870.0
665,기아 카니발 4세대 2.2 디젤 9인승 시그니처,2.0,33424.0,2.0,1.0,13.1,202.0,45.0,0.0,1.0,0.0,3780.0
666,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,4.0,73439.0,2.0,1.0,11.3,202.0,45.0,0.0,1.0,0.0,2100.0
668,기아 올 뉴 카니발  2.2 디젤 9인승 프레스티지,8.0,108934.0,2.0,1.0,11.5,202.0,45.0,0.0,4.0,0.0,1620.0
671,기아 카니발 4세대 2.2 디젤 9인승 프레스티지,1.0,53265.0,2.0,1.0,13.1,202.0,45.0,0.0,1.0,0.0,3170.0
673,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,8.0,180686.0,2.0,1.0,11.5,202.0,45.0,0.0,6.0,0.0,1380.0
681,기아 카니발 4세대 2.2 디젤 9인승  프레스티지,1.0,15466.0,2.0,1.0,13.1,202.0,45.0,0.0,0.0,0.0,40.0
683,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,5.0,136214.0,2.0,1.0,10.3,202.0,45.0,0.0,2.0,0.0,2280.0
684,기아 더 뉴 카니발 2.2 디젤 9인승  럭셔리,3.0,59686.0,2.0,1.0,11.4,202.0,45.0,0.0,0.0,0.0,1690.0
685,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,4.0,63324.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,3280.0
686,기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,3.0,80757.0,2.0,1.0,10.3,202.0,45.0,0.0,2.0,0.0,3199.0
687,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,7.0,128659.0,2.0,1.0,10.3,202.0,45.0,0.0,9.0,0.0,2229.0
689,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진  프레스티지,8.0,108000.0,2.0,1.0,10.3,202.0,45.0,0.0,2.0,0.0,2030.0
692,기아 카니발 4세대 2.2 디젤 9인승 시그니처,1.0,42174.0,2.0,1.0,13.1,202.0,45.0,0.0,1.0,0.0,250.0
693,기아 더 뉴 카니발 2.2 디젤 9인승  노블레스 스페셜,4.0,119275.0,2.0,1.0,11.3,202.0,45.0,0.0,0.0,0.0,2310.0
695,기아 카니발 4세대 2.2 디젤 9인승 시그니처,2.0,51000.0,2.0,1.0,13.1,202.0,45.0,0.0,2.0,0.0,3600.0
696,기아 카니발 4세대 2.2 디젤 9인승 노블레스,2.0,22100.0,2.0,1.0,13.1,202.0,45.0,0.0,1.0,0.0,3350.0
697,기아 더 뉴 카니발 2.2 디젤 11인승 디럭스,4.0,67000.0,2.0,1.0,11.3,202.0,45.0,0.0,1.0,0.0,500.0
699,기아 올 뉴 카니발  2.2 디젤 9인승 노블레스   ,6.0,132000.0,2.0,1.0,11.2,202.0,45.0,0.0,0.0,0.0,2200.0
700,기아 그랜드 카니발 2.9 디젤 9인승 리무진  GLX,13.0,85000.0,2.0,1.0,10.3,192.0,36.5,0.0,4.0,0.0,1200.0
701,기아 올 뉴 카니발 2.2 디젤 9인승  노블레스 스페셜,5.0,64486.0,2.0,1.0,10.9,202.0,45.0,0.0,1.0,0.0,2390.0
702,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,8.0,185599.0,2.0,1.0,11.5,202.0,45.0,0.0,8.0,0.0,970.0
704,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진  노블레스,5.0,105000.0,2.0,1.0,10.3,202.0,45.0,0.0,2.0,0.0,3300.0
707,기아 올 뉴 카니발  2.2 디젤 7인승 리무진 VIP   ,8.0,146840.0,2.0,1.0,11.2,202.0,45.0,0.0,2.0,0.0,1549.0
708,기아 올 뉴 카니발 2.2 디젤 9인승  노블레스,6.0,119000.0,2.0,1.0,11.2,202.0,45.0,0.0,0.0,0.0,1650.0
712,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,3.0,58000.0,2.0,1.0,11.3,202.0,45.0,0.0,1.0,0.0,2550.0
713,기아 올 뉴 카니발  2.2 디젤 9인승 하이리무진 프레스티지   ,7.0,220158.0,2.0,1.0,10.3,202.0,45.0,0.0,0.0,0.0,1990.0
721,기아 더 뉴 봉고3  킹캡 초장축 L   ,1.0,17692.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,1790.0
740,기아 더 뉴 봉고3  킹캡 초장축 L   ,1.0,17692.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,1790.0
769,기아 더 뉴 봉고3 킹캡 초장축 GL,9.0,24.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,290.0
770,기아 더 뉴 봉고3 킹캡 초장축 L,9.0,5.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,300.0
771,기아 더 뉴 봉고3 킹캡 초장축 L,9.0,5.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,300.0
782,기아 더 뉴 봉고3 킹캡 초장축 L,2.0,19558.0,2.0,1.0,9.0,133.0,26.5,0.0,0.0,0.0,1750.0
798,기아 더 뉴 봉고3 킹캡  초장축 GL,1.0,7800.0,0.0,0.0,9.9,133.0,26.5,0.0,0.0,0.0,1540.0
799,기아 더 뉴 봉고3 표준캡 초장축 L,2.0,45713.0,2.0,1.0,9.0,133.0,26.5,0.0,3.0,0.0,1300.0
800,기아 더 뉴 봉고3 킹캡 초장축 GL,3.0,49175.0,2.0,1.0,9.0,133.0,26.5,0.0,1.0,0.0,1460.0
815,기아 K7 프리미어 2.5  X 에디션,3.0,46856.0,1.0,1.0,11.6,198.0,25.3,0.0,0.0,0.0,2660.0
816,기아 K7 프리미어 2.5 X 에디션,3.0,48779.0,1.0,1.0,11.6,198.0,25.3,0.0,2.0,0.0,2730.0
817,기아 K7 프리미어 2.5 X 에디션,3.0,24733.0,1.0,1.0,11.6,198.0,25.3,0.0,0.0,0.0,2950.0
818,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,4.0,74581.0,1.0,1.0,16.2,199.0,26.7,0.0,1.0,0.0,2270.0
819,기아 올 뉴 K7 하이브리드 2.4 HEV  노블레스,6.0,61960.0,1.0,1.0,16.2,199.0,26.7,0.0,5.0,0.0,2199.0
820,기아 올 뉴 K7 2.2 디젤  리미티드,5.0,46361.0,2.0,1.0,14.3,202.0,45.0,0.0,9.0,0.0,1949.0
821,기아 K7 프리미어 하이브리드 2.4 HEV 시그니처,3.0,51151.0,1.0,1.0,16.2,199.0,26.7,0.0,0.0,0.0,3349.0
822,기아 K7 프리미어 하이브리드 2.4 HEV  시그니처,3.0,48869.0,1.0,1.0,16.2,199.0,26.7,0.0,1.0,0.0,3650.0
823,기아 K7 프리미어 하이브리드 2.4 HEV 시그니처,3.0,67120.0,1.0,1.0,16.2,199.0,26.7,0.0,0.0,0.0,2890.0
825,기아 K7 프리미어 2.5  노블레스,3.0,46277.0,1.0,1.0,11.6,198.0,25.3,0.0,0.0,0.0,2750.0
826,기아 더 뉴 K7 3.0 LPi 럭셔리,10.0,230000.0,0.0,1.0,8.2,235.0,28.6,0.0,3.0,0.0,450.0
827,기아 더 뉴 K7 2.4 프레스티지,9.0,146381.0,1.0,1.0,11.3,201.0,25.5,0.0,7.0,0.0,550.0
828,기아 더 뉴 K7 3.0 LPi  럭셔리,10.0,150000.0,0.0,1.0,8.2,235.0,28.6,0.0,6.0,0.0,850.0
829,기아 더 뉴 K7 3.0 LPi  프레스티지,10.0,201094.0,0.0,1.0,8.2,235.0,28.6,0.0,8.0,0.0,550.0
